Remision,Consignatario,Fecha Entrega,Fecha documento,Fecha Elaboracion,Cantidad,SKU,Unidad de medida,Descripcion,Creador,Estado,Proveedor Foraneo,PU Proveedor,Vigencia Pu,**Subtotal Opl**,IVA OPL,IEPS OPL,**Total OPL**
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1.5,FRU45,KILO,MANZANA AMARILLA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,73.5,31/03/2026, $110.25 , $-   , $-   , $110.25 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1.75,FRU51,KILO,MELÓN CHINO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,27.3,31/03/2026, $47.78 , $-   , $-   , $47.78 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,0.5,FRU55,KILO,NARANJA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,39.2,31/03/2026, $19.60 , $-   , $-   , $19.60 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1.5,FRU56,KILO,PAPAYA MARADOL,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,34.3,31/03/2026, $51.45 , $-   , $-   , $51.45 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,FRU57,KILO,PERA ANJOU,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,66.5,31/03/2026, $66.50 , $-   , $-   , $66.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1.5,FRU58,KILO,PIÑA ESMERALDA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $47.25 , $-   , $-   , $47.25 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,0.5,FRU63,KILO,PLÁTANO TABASCO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,24.5,31/03/2026, $12.25 , $-   , $-   , $12.25 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,0.5,FRU77,KILO,UVA VERDE SIN SEMILLA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,115.5,31/03/2026, $57.75 , $-   , $-   , $57.75 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,5,ABA522,KILO,HUEVO BLANCO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,52.5,31/03/2026, $262.50 , $-   , $-   , $262.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,LAC9,PIEZA,"CREMA ACIDA, PZA. DE 900 ML",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,52.5,31/03/2026, $52.50 , $-   , $-   , $52.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,6,ABA551,PIEZA,LECHE ULTRAPAUSTERIZADA DESLACTOSADA 1 LT,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,26.5,31/03/2026, $159.00 , $-   , $-   , $159.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,LAC46,PIEZA,MARGARINA BARRA 1 KG,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,65.1,31/03/2026, $65.10 , $-   , $-   , $65.10 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,LAC24,KILO,"QUESO AMARILLO TIPO AMERICANO, REBANADA DE 18 GRS.",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,154,31/03/2026, $154.00 , $-   , $-   , $154.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,12,LAC32,PIEZA,"QUESO PANELA, PQT. DE 1 KG",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,136.5,31/03/2026," $1,638.00 ", $-   , $-   ," $1,638.00 "
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,PESM94,KILO,FILETE TILAPIA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,168,31/03/2026, $168.00 , $-   , $-   , $168.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,4,LAC147,KILO,TORTILLA DE MAÍZ,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,20.3,31/03/2026, $81.20 , $-   , $-   , $81.20 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,0.25,VER3,KILO,AJO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,98.7,31/03/2026, $24.68 , $-   , $-   , $24.68 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,VER14,KILO,CALABACITA ITALIANA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,25.2,31/03/2026, $25.20 , $-   , $-   , $25.20 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1.5,VER16,KILO,CEBOLLA BLANCA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,37.8,31/03/2026, $56.70 , $-   , $-   , $56.70 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1.5,VER23,KILO,CHAYOTE SIN ESPINA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,21,31/03/2026, $31.50 , $-   , $-   , $31.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,0.5,VER42,KILO,CILANTRO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,21,31/03/2026, $10.50 , $-   , $-   , $10.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,0.75,VER51,KILO,EJOTE FRESCO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $23.63 , $-   , $-   , $23.63 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,4.5,VER96,KILO,JITOMATE SALADET,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,33.6,31/03/2026, $151.20 , $-   , $-   , $151.20 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2,VER103,KILO,LECHUGA ROMANA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,33.6,31/03/2026, $67.20 , $-   , $-   , $67.20 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,VER111,KILO,NOPALES SIN ESPINAS,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $31.50 , $-   , $-   , $31.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,3,VER115,KILO,PAPA BLANCA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $94.50 , $-   , $-   , $94.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,VER127,KILO,PEPINO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,22.4,31/03/2026, $22.40 , $-   , $-   , $22.40 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,VER36,KILO,PIMIENTO MORRÓN VERDE,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,52.5,31/03/2026, $52.50 , $-   , $-   , $52.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2.5,VER150,KILO,ZANAHORIA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,19.6,31/03/2026, $49.00 , $-   , $-   , $49.00 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,1,PSEC21,KILO,CANELA EN TROZO,MONTALVO,GUANAJUATO,JAIME ,270.59,31/03/2026, $270.59 , $-   , $-   , $270.59 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,17,ABA442,PIEZA,"FRIJOL BAYO, PQT. DE 900 GRS.",MONTALVO,GUANAJUATO,JAIME ,42.67,31/03/2026, $725.39 , $-   , $-   , $725.39 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,2,PANIN8,PIEZA,PAN PARA HAMBURGUESA 450 GRS. C/8 PIEZAS,MONTALVO,GUANAJUATO,JAIME ,43.58,31/03/2026, $87.16 , $-   , $-   , $87.16 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,1,PANIN27,PIEZA,TORTILLAS DE HARINA 22 PIEZAS 561 GRS.,MONTALVO,GUANAJUATO,JAIME ,39.43,31/03/2026, $39.43 , $-   , $-   , $39.43 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,2,FRU31,KILO,LIMÓN AGRIO CON SEMILLA,MONTALVO,GUANAJUATO,JAIME ,37.69,31/03/2026, $75.38 , $-   , $-   , $75.38 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,10,FRU45,KILO,MANZANA AMARILLA,MONTALVO,GUANAJUATO,JAIME ,66.67,31/03/2026, $666.70 , $-   , $-   , $666.70 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,9,FRU55,KILO,NARANJA,MONTALVO,GUANAJUATO,JAIME ,30.83,31/03/2026, $277.47 , $-   , $-   , $277.47 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,6,FRU56,KILO,PAPAYA MARADOL,MONTALVO,GUANAJUATO,JAIME ,34.29,31/03/2026, $205.74 , $-   , $-   , $205.74 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,6,FRU77,KILO,UVA VERDE SIN SEMILLA,MONTALVO,GUANAJUATO,JAIME ,147.93,31/03/2026, $887.58 , $-   , $-   , $887.58 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,2,VER1,KILO,ACELGAS,MONTALVO,GUANAJUATO,JAIME ,12.94,31/03/2026, $25.88 , $-   , $-   , $25.88 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,1,VER2,KILO,AGUACATE HASS,MONTALVO,GUANAJUATO,JAIME ,94.2,31/03/2026, $94.20 , $-   , $-   , $94.20 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,1,VER3,KILO,AJO,MONTALVO,GUANAJUATO,JAIME ,105.88,31/03/2026, $105.88 , $-   , $-   , $105.88 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,1,VER12,KILO,BRÓCOLI,MONTALVO,GUANAJUATO,JAIME ,21.18,31/03/2026, $21.18 , $-   , $-   , $21.18 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,1,VER14,KILO,CALABACITA ITALIANA,MONTALVO,GUANAJUATO,JAIME ,32.95,31/03/2026, $32.95 , $-   , $-   , $32.95 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,9,VER16,KILO,CEBOLLA BLANCA,MONTALVO,GUANAJUATO,JAIME ,28.33,31/03/2026, $254.97 , $-   , $-   , $254.97 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,5,VER23,KILO,CHAYOTE SIN ESPINA,MONTALVO,GUANAJUATO,JAIME ,26.67,31/03/2026, $133.35 , $-   , $-   , $133.35 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,2,VER28,KILO,CHÍCHARO LIMPIO,MONTALVO,GUANAJUATO,JAIME ,117.65,31/03/2026, $235.30 , $-   , $-   , $235.30 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,1,VER37,KILO,CHILE CUARESMEÑO,MONTALVO,GUANAJUATO,JAIME ,30.67,31/03/2026, $30.67 , $-   , $-   , $30.67 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,1,VER40,KILO,CHILE SERRANO,MONTALVO,GUANAJUATO,JAIME ,25.33,31/03/2026, $25.33 , $-   , $-   , $25.33 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,0.5,VER42,KILO,CILANTRO,MONTALVO,GUANAJUATO,JAIME ,25.88,31/03/2026, $12.94 , $-   , $-   , $12.94 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,2,VER45,KILO,COLIFLOR FRESCA,MONTALVO,GUANAJUATO,JAIME ,20,31/03/2026, $40.00 , $-   , $-   , $40.00 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,10,VER60,KILO,ESPINACA FRESCA,MONTALVO,GUANAJUATO,JAIME ,30.67,31/03/2026, $306.70 , $-   , $-   , $306.70 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,0.5,VER86,KILO,HOJAS DE LIMÓN,MONTALVO,GUANAJUATO,JAIME ,26.67,31/03/2026, $13.34 , $-   , $-   , $13.34 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,10,VER96,KILO,JITOMATE SALADET,MONTALVO,GUANAJUATO,JAIME ,23.57,31/03/2026, $235.70 , $-   , $-   , $235.70 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,4,VER115,KILO,PAPA BLANCA,MONTALVO,GUANAJUATO,JAIME ,21.31,31/03/2026, $85.24 , $-   , $-   , $85.24 
GUA26-224,UNIDAD CELAYA,09/02/2026,02/02/2026,09/02/2026,7,VER150,KILO,ZANAHORIA,MONTALVO,GUANAJUATO,JAIME ,16.38,31/03/2026, $114.66 , $-   , $-   , $114.66 
GUA26-133,UNIDAD CELAYA,03/02/2026,03/02/2026,29/01/2026,6.5,RES173,KILO,MOLIDA DE RES MAGRA,MONTALVO,GUANAJUATO,JAIME ,286.76,31/03/2026," $1,863.94 ", $-   , $-   ," $1,863.94 "
GUA26-133,UNIDAD CELAYA,03/02/2026,03/02/2026,29/01/2026,2.5,POLLO87,KILO,PECHUGA ENTERA SIN PIEL,MONTALVO,GUANAJUATO,JAIME ,98.59,31/03/2026, $246.48 , $-   , $-   , $246.48 
GUA26-133,UNIDAD CELAYA,03/02/2026,03/02/2026,29/01/2026,1,LAC41,PIEZA,MANTEQUILLA BARRA 1 KG,MONTALVO,GUANAJUATO,JAIME ,158.82,31/03/2026, $158.82 , $-   , $-   , $158.82 
GUA26-133,UNIDAD CELAYA,03/02/2026,03/02/2026,29/01/2026,2,LAC32,PIEZA,"QUESO PANELA, PQT. DE 1 KG",MONTALVO,GUANAJUATO,JAIME ,149.41,31/03/2026, $298.82 , $-   , $-   , $298.82 
GUA26-133,UNIDAD CELAYA,03/02/2026,03/02/2026,29/01/2026,35,PANEL125,PIEZA,BOLILLO BLANCO PZA. DE 60 GR. EMPAQUETADO INDIVIDUALMENTE ,MONTALVO,GUANAJUATO,JAIME ,3.75,31/03/2026, $131.25 , $-   , $-   , $131.25 
GUA26-133,UNIDAD CELAYA,03/02/2026,03/02/2026,29/01/2026,3,LAC147,KILO,TORTILLA DE MAÍZ,MONTALVO,GUANAJUATO,JAIME ,26.67,31/03/2026, $80.01 , $-   , $-   , $80.01 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,1,PSEC71,KILO,FLOR DE JAMAICA,MONTALVO,GUANAJUATO,JAIME ,166.67,31/03/2026, $166.67 , $-   , $-   , $166.67 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,2,ABA574,PIEZA,LENTEJA 1 KG,MONTALVO,GUANAJUATO,JAIME ,35.99,31/03/2026, $71.98 , $-   , $-   , $71.98 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,8,POLLO52,KILO,PECHUGA APLANADA SIN HUESO,MONTALVO,GUANAJUATO,JAIME ,150,31/03/2026," $1,200.00 ", $-   , $-   ," $1,200.00 "
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,3,EMB33,PIEZA,"SALCHICHA PAVO, PQT. DE 1 KG",MONTALVO,GUANAJUATO,JAIME ,120.63,31/03/2026, $361.89 , $-   , $-   , $361.89 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,13,FRU23,KILO,GUAYABA,MONTALVO,GUANAJUATO,JAIME ,35.71,31/03/2026, $464.23 , $-   , $-   , $464.23 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,15,FRU45,KILO,MANZANA AMARILLA,MONTALVO,GUANAJUATO,JAIME ,66.67,31/03/2026," $1,000.05 ", $-   , $-   ," $1,000.05 "
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,7,FRU51,KILO,MELÓN CHINO,MONTALVO,GUANAJUATO,JAIME ,26.43,31/03/2026, $185.01 , $-   , $-   , $185.01 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,16,FRU55,KILO,NARANJA,MONTALVO,GUANAJUATO,JAIME ,30.83,31/03/2026, $493.28 , $-   , $-   , $493.28 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,22,FRU56,KILO,PAPAYA MARADOL,MONTALVO,GUANAJUATO,JAIME ,34.29,31/03/2026, $754.38 , $-   , $-   , $754.38 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,8,FRU57,KILO,PERA ANJOU,MONTALVO,GUANAJUATO,JAIME ,64.29,31/03/2026, $514.32 , $-   , $-   , $514.32 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,9,FRU58,KILO,PIÑA ESMERALDA,MONTALVO,GUANAJUATO,JAIME ,27.69,31/03/2026, $249.21 , $-   , $-   , $249.21 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,9,FRU63,KILO,PLÁTANO TABASCO,MONTALVO,GUANAJUATO,JAIME ,23.48,31/03/2026, $211.32 , $-   , $-   , $211.32 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,4,LAC109,KILO,"QUESO OAXACA, PQT. DE 1 KG",MONTALVO,GUANAJUATO,JAIME ,168.57,31/03/2026, $674.28 , $-   , $-   , $674.28 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,3,LAC170,PIEZA,YOGURT BATIDO NATURAL SIN AZUCAR 900 GRS.,MONTALVO,GUANAJUATO,JAIME ,30,31/03/2026, $90.00 , $-   , $-   , $90.00 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,60,PANEL125,PIEZA,BOLILLO BLANCO PZA. DE 60 GR. EMPAQUETADO INDIVIDUALMENTE ,MONTALVO,GUANAJUATO,JAIME ,3.75,31/03/2026, $225.00 , $-   , $-   , $225.00 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,3,LAC147,KILO,TORTILLA DE MAÍZ,MONTALVO,GUANAJUATO,JAIME ,26.67,31/03/2026, $80.01 , $-   , $-   , $80.01 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,2,VER1,KILO,ACELGAS,MONTALVO,GUANAJUATO,JAIME ,12.94,31/03/2026, $25.88 , $-   , $-   , $25.88 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,2,VER2,KILO,AGUACATE HASS,MONTALVO,GUANAJUATO,JAIME ,94.2,31/03/2026, $188.40 , $-   , $-   , $188.40 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,0.5,VER14,KILO,CALABACITA ITALIANA,MONTALVO,GUANAJUATO,JAIME ,32.95,31/03/2026, $16.48 , $-   , $-   , $16.48 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,15,VER23,KILO,CHAYOTE SIN ESPINA,MONTALVO,GUANAJUATO,JAIME ,26.67,31/03/2026, $400.05 , $-   , $-   , $400.05 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,0.5,VER42,KILO,CILANTRO,MONTALVO,GUANAJUATO,JAIME ,25.88,31/03/2026, $12.94 , $-   , $-   , $12.94 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,4.5,VER51,KILO,EJOTE FRESCO,MONTALVO,GUANAJUATO,JAIME ,40,31/03/2026, $180.00 , $-   , $-   , $180.00 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,20,VER96,KILO,JITOMATE SALADET,MONTALVO,GUANAJUATO,JAIME ,23.57,31/03/2026, $471.40 , $-   , $-   , $471.40 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,11,VER103,KILO,LECHUGA ROMANA,MONTALVO,GUANAJUATO,JAIME ,17.27,31/03/2026, $189.97 , $-   , $-   , $189.97 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,2.5,VER111,KILO,NOPALES SIN ESPINAS,MONTALVO,GUANAJUATO,JAIME ,33.33,31/03/2026, $83.33 , $-   , $-   , $83.33 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,4.5,VER115,KILO,PAPA BLANCA,MONTALVO,GUANAJUATO,JAIME ,21.31,31/03/2026, $95.90 , $-   , $-   , $95.90 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,2,VER140,KILO,TOMATE VERDE LIMPIO,MONTALVO,GUANAJUATO,JAIME ,31.43,31/03/2026, $62.86 , $-   , $-   , $62.86 
GUA26-225,UNIDAD CELAYA,09/02/2026,04/02/2026,09/02/2026,16,VER150,KILO,ZANAHORIA,MONTALVO,GUANAJUATO,JAIME ,16.38,31/03/2026, $262.08 , $-   , $-   , $262.08 
GUA26-134,UNIDAD CELAYA,05/02/2026,05/02/2026,29/01/2026,7.5,RES28,KILO,BISTEC DE BOLA DE RES,MONTALVO,GUANAJUATO,JAIME ,266.2,31/03/2026," $1,996.50 ", $-   , $-   ," $1,996.50 "
GUA26-134,UNIDAD CELAYA,05/02/2026,05/02/2026,29/01/2026,7,POLLO25,KILO,PECHUGA MOLIDA DE POLLO ,MONTALVO,GUANAJUATO,JAIME ,186.67,31/03/2026," $1,306.69 ", $-   , $-   ," $1,306.69 "
GUA26-134,UNIDAD CELAYA,05/02/2026,05/02/2026,29/01/2026,2,LAC109,KILO,"QUESO OAXACA, PQT. DE 1 KG",MONTALVO,GUANAJUATO,JAIME ,168.57,31/03/2026, $337.14 , $-   , $-   , $337.14 
GUA26-134,UNIDAD CELAYA,05/02/2026,05/02/2026,29/01/2026,60,PANEL125,PIEZA,BOLILLO BLANCO PZA. DE 60 GR. EMPAQUETADO INDIVIDUALMENTE ,MONTALVO,GUANAJUATO,JAIME ,3.75,31/03/2026, $225.00 , $-   , $-   , $225.00 
GUA26-134,UNIDAD CELAYA,05/02/2026,05/02/2026,29/01/2026,7,LAC147,KILO,TORTILLA DE MAÍZ,MONTALVO,GUANAJUATO,JAIME ,26.67,31/03/2026, $186.69 , $-   , $-   , $186.69 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,7,ABA944,PIEZA,ACEITE DE CÁRTAMO BOTELLA DE 900 ML,CRUZ,COAHUILA,BEATRIZ ,55,31/03/2026, $385.00 , $-   , $-   , $385.00 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,1,ABA31,PIEZA,ACHIOTE DE 1000 GRS.,CRUZ,COAHUILA,BEATRIZ ,105,31/03/2026, $105.00 , $-   , $-   , $105.00 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,3,VER2,KILO,AGUACATE HASS,CRUZ,COAHUILA,BEATRIZ ,105,31/03/2026, $315.00 , $-   , $-   , $315.00 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,7,ABA1328,PIEZA,ALUBIA 500 GRS.,CRUZ,COAHUILA,BEATRIZ ,45,31/03/2026, $315.00 , $-   , $-   , $315.00 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,70,ABA2703,PIEZA,ATÚN EN AGUA DE 130 GRS. SIN SOYA,CRUZ,COAHUILA,BEATRIZ ,28,31/03/2026," $1,960.00 ", $-   , $-   ," $1,960.00 "
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,2,PSEC14,KILO,AZÚCAR ESTÁNDAR,CRUZ,COAHUILA,BEATRIZ ,28,31/03/2026, $56.00 , $-   , $-   , $56.00 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,145,PANEL125,PIEZA,BOLILLO BLANCO PZA. DE 60 GR. EMPAQUETADO INDIVIDUALMENTE ,CRUZ,COAHUILA,BEATRIZ ,3.5,31/03/2026, $507.50 , $-   , $-   , $507.50 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,8,VER14,KILO,CALABACITA ITALIANA,CRUZ,COAHUILA,BEATRIZ ,40,31/03/2026, $320.00 , $-   , $-   , $320.00 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,0.22,PSEC21,KILO,CANELA EN TROZO,CRUZ,COAHUILA,BEATRIZ ,395,31/03/2026, $86.90 , $-   , $-   , $86.90 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,5.02,VER16,KILO,CEBOLLA BLANCA,CRUZ,COAHUILA,BEATRIZ ,22,31/03/2026, $110.44 , $-   , $-   , $110.44 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,15.24,VER23,KILO,CHAYOTE SIN ESPINA,CRUZ,COAHUILA,BEATRIZ ,30,31/03/2026, $457.20 , $-   , $-   , $457.20 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,8.04,VER52,KILO,ELOTE ENTERO,CRUZ,COAHUILA,BEATRIZ ,25,31/03/2026, $201.00 , $-   , $-   , $201.00 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,17,ABA831,PIEZA,PASTA FIDEO 1 BOL. 200 GRS..,CRUZ,COAHUILA,BEATRIZ ,8.5,31/03/2026, $144.50 , $-   , $-   , $144.50 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,6,ABA442,PIEZA,"FRIJOL BAYO, PQT. DE 900 GRS.",CRUZ,COAHUILA,BEATRIZ ,35,31/03/2026, $210.00 , $-   , $-   , $210.00 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,18,FRU23,KILO,GUAYABA,CRUZ,COAHUILA,BEATRIZ ,50,31/03/2026, $900.00 , $-   , $-   , $900.00 
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,20,ABA522,KILO,HUEVO BLANCO,CRUZ,COAHUILA,BEATRIZ ,55,31/03/2026," $1,100.00 ", $-   , $-   ," $1,100.00 "
COA26-97,UNIDAD DE DESARROLLO INFANTIL ,06/02/2026,06/02/2026,30/01/2026,1,PSEC71,KILO,FLOR DE JAMAICA,CRUZ,COAHUILA,BEATRIZ ,150,31/03/2026, $150.00 , $-   , $-   , $150.00 
